,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
7789,51,Albert Road,Lisa,Carter,25,Daughter,Single,Female,"Editor, magazine features",None,None
7790,51,Albert Road,Gary,Pearson,23,Son,Single,Male,Unemployed,None,None
7791,52,Albert Road,Hollie,Stephens,67,Head,Married,Female,Advice worker,None,Christian
7792,52,Albert Road,Callum,Stephens,72,Husband,Married,male,Retired Games developer,None,Christian
7793,53,Albert Road,Janice,Palmer,24,Head,Single,Female,Unemployed,None,None
7794,53,Albert Road,Jessica,White,33,Sibling,Single,Female,"Horticulturist, commercial",None,Quaker
7795,53,Albert Road,Douglas,Baker,44,Lodger,Single,Male,"Surveyor, minerals",None,None
7796,54,Albert Road,David,Lloyd,63,Head,Single,Male,Media buyer,None,None
7797,54,Albert Road,Dominic,Preston,41,None,Single,Male,Hydrogeologist,None,None
7798,54,Albert Road,Clive,Smith,39,None,Single,Male,Ophthalmologist,None,None
7799,55,Albert Road,Gavin,Williams,21,Head,Single,Male,University Student,None,None
7800,55,Albert Road,Hilary,Brown,21,None,Single,Female,Press photographer,None,None
7801,55,Albert Road,Charlie,Berry,31,None,Single,Male,Air traffic controller,None,Christian
7802,1,Blue Road,Jenna,Smith,59,Head,Married,Female,Arts development officer,None,Christian
7803,1,Blue Road,Graham,Smith,64,Husband,Married,Male,Broadcast engineer,None,None
7804,1,Blue Road,Michael,Smith,16,Son,NA,Male,Student,None,NA
7805,1,Blue Road,Glen,Smith,14,Son,NA,Male,Student,None,NA
7806,2,Blue Road,Duncan,Williams,90,Head,Single,Male,Unemployed,None,None
7807,3,Blue Road,Hollie,Richards,52,Head,Divorced,female,Press sub,None,None
7808,3,Blue Road,Sheila,Richards,22,Daughter,Divorced,Female,Ranger/warden,None,None
7809,3,Blue Road,Jenna,Richards,21,Daughter,Single,Female,University Student,None,None
7810,3,Blue Road,Patricia,Richards,19,Daughter,Divorced,Female,University Student,None,None
7811,4,Blue Road,Donna,King,59,Head,Divorced,Female,Management consultant,None,Catholic
7812,4,Blue Road,Mitchell,King,23,Grandson,Single,Male,Commissioning editor,None,Catholic
7813,4,Blue Road,Carol,King,23,Granddaughter,Divorced,Female,Podiatrist,None,None
7814,4,Blue Road,Pamela,Hopkins,19,Granddaughter,Single,Female,University Student,None,Catholic
7815,4,Blue Road,Jason,Mann,17,Grandson,NA,Male,Student,None,NA
7816,4,Blue Road,Lewis,Mann,12,Grandson,NA,Male,Student,None,NA
7817,5,Blue Road,Clifford,O'Connor,58,Head,Single,Male,Health physicist,None,Catholic
7818,5,Blue Road,Tony,Collins,61,None,Single,Male,Oceanographer,None,Christian
7819,5,Blue Road,Harriet,Jones,25,None,Single,Female,Police officer,None,Catholic
7820,5,Blue Road,Melanie,Mitchell,44,None,Divorced,Female,Private music teacher,None,Methodist
7821,6,Blue Road,Matthew,Williams,52,Head,Single,Male,Museum/gallery conservator,None,None
7822,6,Blue Road,David,Collins,46,None,Single,Male,Museum/gallery curator,None,Muslim
7823,6,Blue Road,Douglas,Pollard,19,None,Single,male,University Student,None,Christian
7824,6,Blue Road,Bernard,Knight,21,None,Single,Male,University Student,None,None
7825,7,Blue Road,David,Clarke,56,Head,Widowed,M,Human resources officer,None,Christian
7826,7,Blue Road,Billy,Rhodes,14,Grandson,NA,Male,Student,None,NA
7827,8,Blue Road,Holly,Glover,54,Head,Single,Female,Unemployed,None,Christian
7828,9,Blue Road,Paige,Fowler,69,Head,Married,Female,Retired Occupational therapist,None,None
7829,9,Blue Road,Patrick,Fowler-Davies,69,Husband,Married,Male,Retired Horticultural consultant,None,None
7830,9,Blue Road,Alice,James,17,Granddaughter,NA,Female,Student,None,NA
7831,9,Blue Road,Cameron,James,17,Grandson,NA,Male,Student,None,NA
7832,9,Blue Road,Kate,Ryan,16,Granddaughter,NA,Female,Student,None,NA
7833,10,Blue Road,Carolyn,Holloway,70,Head,Widowed,Female,Retired Advertising account planner,None,None
7834,10,Blue Road,Alexander,Holloway,34,Son,Single,Male,Telecommunications researcher,None,None
7835,10,Blue Road,Damian,Holloway,31,Son,Single,Male,"Journalist, broadcasting",None,None
7836,10,Blue Road,Ruth,Holloway,29,Daughter,Divorced,Female,"Optician, dispensing",Deaf,None
7837,11,Blue Road,Lauren,Brown,34,Head,Married,Female,"Engineer, agricultural",None,Christian
7838,11,Blue Road,Sam,Brown,43,Husband,Married,Male,Garment/textile technologist,None,None
7839,11,Blue Road,Daniel,Brown,3,Son,NA,Male,Child,None,NA
7840,11,Blue Road,Jonathan,Brown,3,Son,NA,Male,Child,None,NA
7841,12,Blue Road,Kerry,Hall,34,Head,Married,Female,Nutritional therapist,None,Methodist
7842,12,Blue Road,Gary,Hall,38,Husband,Married,Male,Microbiologist,None,None
7843,12,Blue Road,Leslie,Hall,9,Son,NA,Male,Student,None,NA
7844,12,Blue Road,Louise,Hall,7,Daughter,NA,Female,Student,None,NA
7845,12,Blue Road,Melanie,Hall,5,Daughter,NA,Female,Student,None,NA
7846,12,Blue Road,Jill,Hall,2,Daughter,NA,Female,Child,None,NA
7847,13,Blue Road,Julie,Bentley,46,Head,Married,Female,Housing manager/officer,None,None
7848,13,Blue Road,Gerald,Bentley,45,Husband,Married,Male,Lobbyist,None,None
7849,13,Blue Road,Jennifer,Bentley,19,Daughter,Single,Female,University Student,None,None
7850,13,Blue Road,Bryan,Jones,15,Son,NA,Male,Student,None,NA
7851,14,Blue Road,Eileen,Anderson,45,Head,Married,Female,Control and instrumentation engineer,None,Christian
7852,14,Blue Road,Chelsea,Anderson,52,Wife,Married,Female,Geophysicist/field seismologist,None,Christian
7853,14,Blue Road,Josephine,Anderson,21,Daughter,Single,Female,University Student,None,Christian
7854,14,Blue Road,Natasha,Anderson,17,Daughter,NA,Female,Student,None,NA
7855,14,Blue Road,Liam,Anderson,13,Son,NA,Male,Student,None,NA
7856,14,Blue Road,Samuel,Anderson,10,Son,NA,Male,Student,None,NA
7857,15,Blue Road,Christian,Mann,45,Head,Single,Male,Broadcast journalist,None,Christian
7858,16,Blue Road,Grace,Baker,54,Head,Married,Female,"Editor, film/video",None,Catholic
7859,16,Blue Road,Jordan,Baker,55,Husband,Married,Male,Museum education officer,None,None
7860,16,Blue Road,Lindsey,Baker,22,Daughter,Divorced,Female,University Student,None,None
7861,16,Blue Road,Hazel,Baker,19,Daughter,Single,Female,University Student,None,None
7862,1,Holmes Plaza,Sylvia,Robinson,56,Head,Single,Female,Politician's assistant,None,Methodist
7863,1,Holmes Plaza,Edward,Williams,60,Partner,Single,Male,Retail buyer,None,None
7864,2,Holmes Plaza,Julia,Hopkins,44,Head,Married,Female,Historic buildings inspector/conservation officer,None,Catholic
7865,2,Holmes Plaza,Jake,Hopkins,48,Husband,Married,Male,Film/video editor,None,Catholic
7866,3,Holmes Plaza,Frederick,Taylor,44,Head,Single,Male,Marine scientist,None,Christian
7867,4,Holmes Plaza,Ian,Patel,26,Head,Single,Male,Insurance account manager,None,None
7868,4,Holmes Plaza,Dominic,Parry,34,None,Single,Male,Ship broker,None,None
7869,4,Holmes Plaza,Hugh,Briggs,55,None,Single,Male,Applications developer,None,Christian
7870,4,Holmes Plaza,Lewis,Walker,44,None,Single,Male,Medical sales representative,None,Methodist
7871,4,Holmes Plaza,Leah,Knight,48,None,Single,Female,Manufacturing engineer,None,Catholic
7872,5,Holmes Plaza,Molly,Rogers,42,Head,Divorced,Female,Sport and exercise psychologist,None,Jewish
7873,5,Holmes Plaza,Tom,Rogers,12,Son,NA,Male,Student,None,NA
7874,6,Holmes Plaza,Clive,Patel,41,Head,Married,Male,Writer,None,None
7875,6,Holmes Plaza,Carolyn,Patel,42,Wife,Married,Female,Recycling officer,None,None
7876,6,Holmes Plaza,Owen,Patel,17,Son,NA,Male,Student,None,NA
7877,7,Holmes Plaza,Rachel,Murphy,28,Head,Married,Female,Human resources officer,None,Methodist
7878,7,Holmes Plaza,Patrick,Murphy,32,Husband,Married,Male,Television camera operator,None,Methodist
7879,8,Holmes Plaza,Molly,Evans,72,Head,Widowed,Female,Retired Armed forces training and education officer,None,Methodist
7880,8,Holmes Plaza,David,Evans,41,Son,Divorced,Male,Careers adviser,None,Methodist
7881,8,Holmes Plaza,Shane,Evans,38,Son,Single,Male,Aeronautical engineer,None,Methodist
7882,8,Holmes Plaza,Karen,Evans,34,Daughter,Single,Female,Photographer,None,None
7883,9,Holmes Plaza,Mathew,Anderson,84,Head,Married,Male,Retired Chartered public finance accountant,None,Christian
7884,9,Holmes Plaza,Molly,Anderson,80,Wife,Married,Female,Retired Insurance risk surveyor,None,Christian
7885,10,Holmes Plaza,Elaine,Cox,53,Head,Married,Female,Museum education officer,None,Christian
7886,10,Holmes Plaza,James,Knight,51,Husband,Married,Male,Health physicist,None,Christian
7887,11,Holmes Plaza,Bethan,Freeman,62,Head,Single,Female,Sports coach,None,Catholic
7888,11,Holmes Plaza,Ricky,Owen,64,Partner,Single,Male,Art gallery manager,None,None
7889,11,Holmes Plaza,Dale,Freeman,17,Son,NA,Male,Student,None,NA
7890,11,Holmes Plaza,Jennifer,Freeman,15,Daughter,NA,Female,Student,None,NA
7891,11,Holmes Plaza,Raymond,Freeman,13,Son,NA,Male,Student,None,NA
7892,12,Holmes Plaza,Gillian,Scott,43,Head,Married,Female,Statistician,None,None
7893,12,Holmes Plaza,Denis,Scott,44,Husband,Married,Male,Dancer,None,None
7894,13,Holmes Plaza,Natalie,Thomas,52,Head,Married,Female,Astronomer,None,None
7895,13,Holmes Plaza,Brian,Thomas,54,Husband,Married,Male,Site engineer,None,None
7896,13,Holmes Plaza,Brett,Thomas,13,Son,NA,Male,Student,None,NA
7897,13,Holmes Plaza,Tracy,Thomas,12,Daughter,NA,Female,Student,None,NA
7898,14,Holmes Plaza,Katherine,Thomas,34,Head,Single,Female,Statistician,None,None
7899,15,Holmes Plaza,Debra,Randall,53,Head,Single,Female,Radio broadcast assistant,None,Christian
7900,15,Holmes Plaza,Karl,Wilson,56,Partner,Single,Male,Ceramics designer,None,Christian
7901,15,Holmes Plaza,Ruth,Randall,20,Daughter,Single,Female,University Student,None,None
7902,15,Holmes Plaza,Jake,Smith,17,Son,NA,Male,Student,None,NA
7903,15,Holmes Plaza,Lisa,Smith,11,Daughter,NA,Female,Student,None,NA
7904,16,Holmes Plaza,Jack,Hilton,21,Head,Single,Male,University Student,None,None
7905,17,Holmes Plaza,Kevin,Byrne,65,Head,Married,Male,Toxicologist,None,Christian
7906,17,Holmes Plaza,Ricky,Byrne,64,Husband,Married,Male,Health and safety inspector,None,Christian
7907,18,Holmes Plaza,Jay,Warren,25,Head,Married,Male,Arboriculturist,None,Christian
7908,18,Holmes Plaza,Janice,Warren,24,Wife,Married,Female,Unemployed,None,Christian
7909,19,Holmes Plaza,Lynda,Greenwood,39,Head,Married,Female,Health promotion specialist,None,None
7910,19,Holmes Plaza,Nicholas,Greenwood,44,Husband,Married,Male,Maintenance engineer,None,None
7911,19,Holmes Plaza,Danny,Greenwood,18,Son,Single,Male,Student,None,None
7912,19,Holmes Plaza,Victoria,Greenwood,18,Daughter,Single,Female,Student,None,None
7913,19,Holmes Plaza,Abdul,Greenwood,16,Son,NA,Male,Student,None,NA
7914,20,Holmes Plaza,Kate,Armstrong,36,Head,Single,Female,Warden/ranger,None,None
7915,20,Holmes Plaza,Sian,Armstrong,12,Daughter,NA,Female,Student,None,NA
7916,21,Holmes Plaza,Kate,Perkins,69,Head,Married,Female,Retired Plant breeder/geneticist,None,Christian
7917,21,Holmes Plaza,Kenneth,Perkins,71,Husband,Married,Male,Retired Event organiser,None,Christian
7918,22,Holmes Plaza,Lynda,Griffin,65,Head,Married,Female,Optometrist,None,None
7919,22,Holmes Plaza,Joseph,Griffin,70,Husband,Married,Male,Retired Outdoor activities/education manager,None,None
7920,23,Holmes Plaza,Beverley,Bailey,78,Head,Divorced,Female,"Retired Engineer, control and instrumentation",None,Methodist
7921,23,Holmes Plaza,Judith,Bailey,35,Daughter,Divorced,Female,"Embryologist, clinical",None,None
7922,24,Holmes Plaza,Mohammad,Smith,39,Head,Widowed,Male,"Production designer, theatre/television/film",None,Christian
7923,24,Holmes Plaza,Jenna,Smith,19,Daughter,Single,Female,University Student,None,Christian
7924,25,Holmes Plaza,Kevin,Evans,40,Head,Married,Male,Soil scientist,None,None
7925,25,Holmes Plaza,Jemma,Evans,38,Wife,Married,Female,Magazine features editor,None,None
7926,26,Holmes Plaza,Philip,Harris,23,Head,Married,male,Materials engineer,None,Catholic
7927,26,Holmes Plaza,Geraldine,Harris,22,Wife,Married,Female,Music tutor,None,Catholic
7928,26,Holmes Plaza,Justin,Taylor,39,Lodger,Single,Male,Sales promotion account executive,None,Catholic
7929,26,Holmes Plaza,Sarah,Humphries,32,Visitor,Single,Female,Neurosurgeon,None,None
7930,27,Holmes Plaza,Steven,Campbell,32,Head,Married,Male,Statistician,None,None
7931,27,Holmes Plaza,Chelsea,Campbell,25,Wife,Married,Female,"Pharmacist, hospital",None,None
7932,28,Holmes Plaza,Paul,Edwards,61,Head,Single,Male,Training and development officer,None,Christian
7933,28,Holmes Plaza,Beth,Gibbs,59,Partner,Single,Female,"Horticulturist, commercial",None,Christian
7934,29,Holmes Plaza,Amanda,Williams,47,Head,Single,Female,"Scientist, research (life sciences)",None,None
7935,29,Holmes Plaza,Gary,Williams,16,Son,NA,Male,Student,None,NA
7936,30,Holmes Plaza,Leigh,Burke,45,Head,Single,Male,Horticultural therapist,None,None
7937,30,Holmes Plaza,Frances,Harrison,41,Partner,Single,Female,Academic librarian,None,None
7938,31,Holmes Plaza,Rachael,White,54,Head,Single,Female,"Nurse, adult",None,None
7939,32,Holmes Plaza,Christine,Smith,65,Head,Married,Female,Unemployed,None,Muslim
7940,32,Holmes Plaza,Richard,Smith,61,Husband,Married,Male,"Scientist, marine",None,Muslim
7941,32,Holmes Plaza,Sally,Smith,22,Daughter,Single,Female,University Student,None,Muslim
7942,32,Holmes Plaza,Mark,Smith,22,Son,Single,Male,University Student,None,Muslim
7943,32,Holmes Plaza,Sian,Smith,12,Daughter,NA,Female,Student,None,NA
7944,33,Holmes Plaza,Nathan,Walker,58,Head,Divorced,Male,Retail buyer,None,None
7945,33,Holmes Plaza,Margaret,Jones,11,Granddaughter,NA,Female,Student,None,NA
7946,34,Holmes Plaza,Kayleigh,Robertson,54,Head,Married,Female,Chartered management accountant,None,Christian
7947,34,Holmes Plaza,Gareth,Robertson,53,Husband,Married,Male,"Designer, textile",None,Christian
7948,35,Holmes Plaza,Barbara,Hunt,31,Head,Married,Female,Land/geomatics surveyor,None,None
7949,35,Holmes Plaza,Daniel,Hunt,35,Husband,Married,Male,Higher education lecturer,None,None
7950,35,Holmes Plaza,Aaron,Hunt,5,Son,NA,Male,Student,None,NA
7951,35,Holmes Plaza,Paige,Hunt,2,Daughter,NA,Female,Child,None,NA
7952,35,Holmes Plaza,Charlene,Evans,49,Cousin,Single,Female,Chemical engineer,None,None
7953,36,Holmes Plaza,Liam,Francis,38,Head,Single,Male,Charity fundraiser,None,None
7954,37,Holmes Plaza,Barry,Glover,36,Head,Single,Male,Banker,None,Catholic
7955,37,Holmes Plaza,Teresa,Stevenson,55,None,Single,Female,Town planner,None,None
7956,38,Holmes Plaza,Aimee,Green,77,Head,Married,Female,Retired Claims inspector/assessor,None,Methodist
7957,38,Holmes Plaza,Cameron,Green,78,Husband,Married,Male,Retired Geoscientist,None,Methodist
7958,39,Holmes Plaza,Lesley,Taylor,47,Head,Married,Female,Prison officer,None,Catholic
7959,39,Holmes Plaza,Joel,Taylor,50,Husband,Married,Male,Unemployed,Blind,Catholic
7960,39,Holmes Plaza,Glen,Taylor,16,Son,NA,Male,Student,None,NA
7961,40,Holmes Plaza,Hazel,Marshall,37,Head,Single,Female,International aid/development worker,None,Methodist
7962,40,Holmes Plaza,Connor,Marshall,8,Son,NA,Male,Student,None,NA
7963,40,Holmes Plaza,Donna,Marshall,5,Daughter,NA,Female,Student,None,NA
7964,41,Holmes Plaza,Louise,Hall,49,Head,Married,Female,Science writer,None,None
7965,41,Holmes Plaza,Henry,Hall,53,Husband,Married,Male,Product designer,None,None
7966,41,Holmes Plaza,Martin,Hall,18,Son,Single,Male,Student,None,None
7967,41,Holmes Plaza,Victoria,Hall,15,Daughter,NA,Female,Student,None,NA
7968,41,Holmes Plaza,Rachel,Hodgson-Hall,12,Daughter,NA,Female,Student,None,NA
7969,42,Holmes Plaza,Steven,Palmer,52,Head,Single,Male,Magazine features editor,None,Christian
7970,42,Holmes Plaza,Leah,Bell,50,Partner,Single,Female,"Accountant, chartered public finance",None,Christian
7971,43,Holmes Plaza,Rachael,Wells,82,Head,Married,Female,Retired Chief Financial Officer,None,Christian
7972,43,Holmes Plaza,Charles,Wells,89,Husband,Married,Male,Retired Logistics and distribution manager,None,None
7973,44,Holmes Plaza,Sian,Green,29,Head,Single,Female,PhD Student,None,None
7974,44,Holmes Plaza,Wayne,Grant,29,None,Single,Male,PhD Student,None,Christian
7975,44,Holmes Plaza,Ronald,Thomas,24,None,Single,Male,PhD Student,None,Buddist
7976,44,Holmes Plaza,James,Taylor,20,None,Single,Male,University Student,None,None
7977,45,Holmes Plaza,Deborah,Cook,34,Head,Married,Female,"Nurse, mental health",None,None
7978,45,Holmes Plaza,Maurice,Cook,29,Husband,Married,Male,Armed forces logistics/support/administrative officer,None,None
7979,45,Holmes Plaza,Abdul,Griffiths,1,Step-Son,NA,Male,Child,None,NA
7980,46,Holmes Plaza,Frank,Thomas,44,Head,Single,Male,Fast food restaurant manager,None,None
7981,46,Holmes Plaza,Rosie,Patel,32,None,Single,Female,Trade mark attorney,None,None
7982,46,Holmes Plaza,Shane,Brown,26,None,Single,Male,Radio broadcast assistant,None,None
7983,47,Holmes Plaza,Katherine,Thomas,48,Head,Married,Female,Visual merchandiser,None,Christian
7984,47,Holmes Plaza,Kenneth,Thomas,53,Husband,Married,Male,Counselling psychologist,None,None
7985,47,Holmes Plaza,Eric,Thomas,15,Son,NA,Male,Student,None,NA
7986,48,Holmes Plaza,Jessica,Robinson,55,Head,Divorced,Female,Corporate treasurer,None,Christian
7987,49,Holmes Plaza,Hannah,Farmer,64,Head,Married,Female,"Engineer, communications",None,Catholic
7988,49,Holmes Plaza,Graham,Farmer,65,Husband,Married,Male,"Designer, furniture",None,Catholic
7989,49,Holmes Plaza,Ashleigh,Farmer,16,Granddaughter,NA,Female,Student,None,NA
7990,50,Holmes Plaza,George,Gill,37,Head,Single,Male,Public affairs consultant,None,None
7991,50,Holmes Plaza,Emma,Young,31,Partner,Single,female,Magazine journalist,None,None
7992,51,Holmes Plaza,Joanna,Farmer,47,Head,Divorced,Female,Unemployed,None,None
7993,51,Holmes Plaza,Paul,Farmer,23,Son,Single,Male,Clinical molecular geneticist,None,None
7994,51,Holmes Plaza,Robert,Farmer,17,Son,NA,Male,Student,None,NA
7995,51,Holmes Plaza,Stephen,Farmer,17,Son,NA,Male,Student,None,NA
7996,52,Holmes Plaza,Margaret,Walker,37,Head,Single,Female,Financial adviser,None,Methodist
7997,53,Holmes Plaza,Paula,Richards,78,Head,Widowed,Female,"Retired Sales professional, IT",None,None
7998,54,Holmes Plaza,Edward,Cooper,20,Head,Married,Male,University Student,None,Catholic
